date,product_id,product_name,category,brand,region,store_id,store_name,store_latitude,store_longitude,units_sold,unit_price,promo,discount_pct,revenue
2024-02-05,P1004,Chocolate Bar,Snacks,SweetWave,West,S008,DailyBasket West,6.34567,3.09876,141,1.63,No,0,229.82999999999998
2024-02-05,P1005,Energy Drink,Beverages,PowerUp,North,S005,UrbanGrocer North,6.65432,3.4321,114,3.69,No,0,420.65999999999997
2024-02-05,P1005,Energy Drink,Beverages,PowerUp,South,S006,PrimeCart South,6.09876,3.76543,68,2.7,Yes,15,183.60000000000002
2024-02-05,P1005,Energy Drink,Beverages,PowerUp,East,S019,EastBay Market,6.98765,4.45678,196,5.65,No,0,1107.4
2024-02-05,P1005,Energy Drink,Beverages,PowerUp,West,S004,ValueHub West,6.23456,2.98765,110,5.55,No,0,610.5
2024-02-05,P1006,Toilet Paper,Personal Care,SoftCare,North,S013,SuperSave North,6.56789,3.54321,116,5.92,No,0,686.72
2024-02-05,P1006,Toilet Paper,Personal Care,SoftCare,South,S010,QuickStop South,6.21098,3.98765,128,3.13,No,0,400.64
2024-02-05,P1006,Toilet Paper,Personal Care,SoftCare,East,S003,QuickBuy East,6.78901,4.12345,63,5.35,Yes,20,337.04999999999995
2024-02-05,P1006,Toilet Paper,Personal Care,SoftCare,West,S012,FreshHub West,6.12345,2.87654,160,2.18,No,0,348.8
2024-02-05,P1007,Pretzels,Snacks,SaltyTwist,North,S001,MetroMart North,6.54321,3.32109,190,4.97,No,0,944.3
2024-02-05,P1007,Pretzels,Snacks,SaltyTwist,South,S002,CitySuper South,6.12345,3.87654,131,5.17,No,0,677.27
2024-02-05,P1007,Pretzels,Snacks,SaltyTwist,East,S015,QuickPick East,6.65432,4.34567,168,3.36,Yes,20,564.48
2024-02-05,P1007,Pretzels,Snacks,SaltyTwist,West,S004,ValueHub West,6.23456,2.98765,118,4.32,No,0,509.76000000000005
2024-02-05,P1008,Iced Tea,Beverages,TeaZen,North,S009,EliteMart North,6.4321,3.21098,41,3.74,No,0,153.34
2024-02-05,P1008,Iced Tea,Beverages,TeaZen,South,S002,CitySuper South,6.12345,3.87654,104,3.58,No,0,372.32
2024-02-05,P1008,Iced Tea,Beverages,TeaZen,East,S003,QuickBuy East,6.78901,4.12345,157,1.73,No,0,271.61
2024-02-05,P1008,Iced Tea,Beverages,TeaZen,West,S004,ValueHub West,6.23456,2.98765,64,2.07,No,0,132.48
2024-02-06,P1001,Crunchy Chips,Snacks,MegaCrunch,North,S009,EliteMart North,6.4321,3.21098,123,2.18,Yes,10,268.14000000000004
2024-02-06,P1001,Crunchy Chips,Snacks,MegaCrunch,South,S006,PrimeCart South,6.09876,3.76543,176,1.98,No,0,348.48
2024-02-06,P1001,Crunchy Chips,Snacks,MegaCrunch,East,S015,QuickPick East,6.65432,4.34567,157,1.65,No,0,259.05
2024-02-06,P1001,Crunchy Chips,Snacks,MegaCrunch,West,S016,MetroValue West,6.45678,3.12345,33,4.62,No,0,152.46
2024-02-06,P1002,Sparkling Water,Beverages,AquaFresh,North,S001,MetroMart North,6.54321,3.32109,84,5.81,No,0,488.03999999999996
2024-02-06,P1002,Sparkling Water,Beverages,AquaFresh,South,S010,QuickStop South,6.21098,3.98765,188,4.75,Yes,10,893.0
2024-02-06,P1002,Sparkling Water,Beverages,AquaFresh,East,S015,QuickPick East,6.65432,4.34567,156,5.57,No,0,868.9200000000001
2024-02-06,P1002,Sparkling Water,Beverages,AquaFresh,West,S008,DailyBasket West,6.34567,3.09876,134,5.08,No,0,680.72
2024-02-06,P1003,Herbal Shampoo,Personal Care,NatureCare,North,S005,UrbanGrocer North,6.65432,3.4321,165,3.73,No,0,615.45
2024-02-06,P1003,Herbal Shampoo,Personal Care,NatureCare,South,S014,ValueCart South,6.32109,3.65432,171,3.48,No,0,595.08
2024-02-06,P1003,Herbal Shampoo,Personal Care,NatureCare,East,S015,QuickPick East,6.65432,4.34567,78,3.95,No,0,308.1
2024-02-06,P1003,Herbal Shampoo,Personal Care,NatureCare,West,S016,MetroValue West,6.45678,3.12345,133,4.98,No,0,662.34
2024-02-06,P1004,Chocolate Bar,Snacks,SweetWave,North,S017,UrbanChoice North,6.78901,3.6789,34,2.41,No,0,81.94
2024-02-06,P1004,Chocolate Bar,Snacks,SweetWave,South,S018,PrimePick South,6.45678,3.54321,43,2.38,Yes,20,102.33999999999999
2024-02-06,P1004,Chocolate Bar,Snacks,SweetWave,East,S011,CityPantry East,6.76543,4.01234,119,2.07,No,0,246.32999999999998
2024-02-06,P1004,Chocolate Bar,Snacks,SweetWave,West,S012,FreshHub West,6.12345,2.87654,139,1.12,No,0,155.68
2024-02-06,P1005,Energy Drink,Beverages,PowerUp,North,S005,UrbanGrocer North,6.65432,3.4321,101,5.48,No,0,553.48
2024-02-06,P1005,Energy Drink,Beverages,PowerUp,South,S010,QuickStop South,6.21098,3.98765,189,3.73,No,0,704.97
2024-02-06,P1005,Energy Drink,Beverages,PowerUp,East,S007,FastLane East,6.87654,4.23456,92,5.29,No,0,486.68
2024-02-06,P1005,Energy Drink,Beverages,PowerUp,West,S008,DailyBasket West,6.34567,3.09876,108,4.8,No,0,518.4
2024-02-06,P1006,Toilet Paper,Personal Care,SoftCare,North,S005,UrbanGrocer North,6.65432,3.4321,107,5.42,Yes,15,579.9399999999999
2024-02-06,P1006,Toilet Paper,Personal Care,SoftCare,South,S002,CitySuper South,6.12345,3.87654,199,1.53,Yes,10,304.47
2024-02-06,P1006,Toilet Paper,Personal Care,SoftCare,East,S003,QuickBuy East,6.78901,4.12345,126,1.58,Yes,10,199.08
2024-02-06,P1006,Toilet Paper,Personal Care,SoftCare,West,S020,WestGate Store,6.01234,2.76543,97,3.45,No,0,334.65000000000003
2024-02-06,P1007,Pretzels,Snacks,SaltyTwist,North,S005,UrbanGrocer North,6.65432,3.4321,85,5.56,No,0,472.59999999999997
2024-02-06,P1007,Pretzels,Snacks,SaltyTwist,South,S018,PrimePick South,6.45678,3.54321,193,2.8,No,0,540.4
2024-02-06,P1007,Pretzels,Snacks,SaltyTwist,East,S011,CityPantry East,6.76543,4.01234,195,4.84,No,0,943.8
2024-02-06,P1007,Pretzels,Snacks,SaltyTwist,West,S012,FreshHub West,6.12345,2.87654,64,4.45,No,0,284.8
2024-02-06,P1008,Iced Tea,Beverages,TeaZen,North,S009,EliteMart North,6.4321,3.21098,139,5.51,Yes,10,765.89
2024-02-06,P1008,Iced Tea,Beverages,TeaZen,South,S010,QuickStop South,6.21098,3.98765,108,5.09,No,0,549.72
2024-02-06,P1008,Iced Tea,Beverages,TeaZen,East,S015,QuickPick East,6.65432,4.34567,143,2.33,No,0,333.19
2024-02-06,P1008,Iced Tea,Beverages,TeaZen,West,S008,DailyBasket West,6.34567,3.09876,35,1.35,No,0,47.25
2024-02-07,P1001,Crunchy Chips,Snacks,MegaCrunch,North,S001,MetroMart North,6.54321,3.32109,154,2.56,No,0,394.24
2024-02-07,P1001,Crunchy Chips,Snacks,MegaCrunch,South,S010,QuickStop South,6.21098,3.98765,100,3.36,Yes,10,336.0
2024-02-07,P1001,Crunchy Chips,Snacks,MegaCrunch,East,S019,EastBay Market,6.98765,4.45678,89,5.66,No,0,503.74
2024-02-07,P1001,Crunchy Chips,Snacks,MegaCrunch,West,S004,ValueHub West,6.23456,2.98765,36,4.96,Yes,20,178.56
2024-02-07,P1002,Sparkling Water,Beverages,AquaFresh,North,S009,EliteMart North,6.4321,3.21098,99,5.62,Yes,10,556.38
2024-02-07,P1002,Sparkling Water,Beverages,AquaFresh,South,S014,ValueCart South,6.32109,3.65432,109,1.65,No,0,179.85
2024-02-07,P1002,Sparkling Water,Beverages,AquaFresh,East,S015,QuickPick East,6.65432,4.34567,57,3.48,No,0,198.35999999999999
2024-02-07,P1002,Sparkling Water,Beverages,AquaFresh,West,S008,DailyBasket West,6.34567,3.09876,149,5.62,No,0,837.38
2024-02-07,P1003,Herbal Shampoo,Personal Care,NatureCare,North,S013,SuperSave North,6.56789,3.54321,152,1.96,No,0,297.92
2024-02-07,P1003,Herbal Shampoo,Personal Care,NatureCare,South,S014,ValueCart South,6.32109,3.65432,174,5.26,No,0,915.24
2024-02-07,P1003,Herbal Shampoo,Personal Care,NatureCare,East,S007,FastLane East,6.87654,4.23456,54,1.69,No,0,91.25999999999999
2024-02-07,P1003,Herbal Shampoo,Personal Care,NatureCare,West,S012,FreshHub West,6.12345,2.87654,38,3.76,No,0,142.88
2024-02-07,P1004,Chocolate Bar,Snacks,SweetWave,North,S005,UrbanGrocer North,6.65432,3.4321,197,5.96,No,0,1174.12
2024-02-07,P1004,Chocolate Bar,Snacks,SweetWave,South,S002,CitySuper South,6.12345,3.87654,181,3.99,No,0,722.19
2024-02-07,P1004,Chocolate Bar,Snacks,SweetWave,East,S015,QuickPick East,6.65432,4.34567,71,5.82,No,0,413.22
2024-02-07,P1004,Chocolate Bar,Snacks,SweetWave,West,S004,ValueHub West,6.23456,2.98765,52,3.71,No,0,192.92
2024-02-07,P1005,Energy Drink,Beverages,PowerUp,North,S001,MetroMart North,6.54321,3.32109,151,2.69,No,0,406.19
2024-02-07,P1005,Energy Drink,Beverages,PowerUp,South,S018,PrimePick South,6.45678,3.54321,33,1.07,Yes,20,35.31
2024-02-07,P1005,Energy Drink,Beverages,PowerUp,East,S015,QuickPick East,6.65432,4.34567,189,3.41,No,0,644.49
2024-02-07,P1005,Energy Drink,Beverages,PowerUp,West,S008,DailyBasket West,6.34567,3.09876,58,1.63,No,0,94.53999999999999
2024-02-07,P1006,Toilet Paper,Personal Care,SoftCare,North,S017,UrbanChoice North,6.78901,3.6789,120,5.89,No,0,706.8
2024-02-07,P1006,Toilet Paper,Personal Care,SoftCare,South,S014,ValueCart South,6.32109,3.65432,156,2.67,No,0,416.52
2024-02-07,P1006,Toilet Paper,Personal Care,SoftCare,East,S015,QuickPick East,6.65432,4.34567,138,5.98,No,0,825.24
2024-02-07,P1006,Toilet Paper,Personal Care,SoftCare,West,S004,ValueHub West,6.23456,2.98765,112,4.36,No,0,488.32000000000005
2024-02-07,P1007,Pretzels,Snacks,SaltyTwist,North,S013,SuperSave North,6.56789,3.54321,84,3.66,No,0,307.44
2024-02-07,P1007,Pretzels,Snacks,SaltyTwist,South,S002,CitySuper South,6.12345,3.87654,73,5.76,Yes,10,420.47999999999996
2024-02-07,P1007,Pretzels,Snacks,SaltyTwist,East,S019,EastBay Market,6.98765,4.45678,129,3.78,No,0,487.61999999999995
2024-02-07,P1007,Pretzels,Snacks,SaltyTwist,West,S008,DailyBasket West,6.34567,3.09876,181,1.89,No,0,342.09
2024-02-07,P1008,Iced Tea,Beverages,TeaZen,North,S013,SuperSave North,6.56789,3.54321,47,2.7,No,0,126.9
2024-02-07,P1008,Iced Tea,Beverages,TeaZen,South,S006,PrimeCart South,6.09876,3.76543,67,4.24,Yes,20,284.08000000000004
2024-02-07,P1008,Iced Tea,Beverages,TeaZen,East,S015,QuickPick East,6.65432,4.34567,72,5.3,No,0,381.59999999999997
2024-02-07,P1008,Iced Tea,Beverages,TeaZen,West,S016,MetroValue West,6.45678,3.12345,193,1.96,No,0,378.28
2024-02-08,P1001,Crunchy Chips,Snacks,MegaCrunch,North,S013,SuperSave North,6.56789,3.54321,142,4.63,No,0,657.46
2024-02-08,P1001,Crunchy Chips,Snacks,MegaCrunch,South,S006,PrimeCart South,6.09876,3.76543,87,4.41,No,0,383.67
2024-02-08,P1001,Crunchy Chips,Snacks,MegaCrunch,East,S007,FastLane East,6.87654,4.23456,161,1.37,No,0,220.57000000000002
2024-02-08,P1001,Crunchy Chips,Snacks,MegaCrunch,West,S012,FreshHub West,6.12345,2.87654,39,5.27,No,0,205.52999999999997
2024-02-08,P1002,Sparkling Water,Beverages,AquaFresh,North,S013,SuperSave North,6.56789,3.54321,194,2.5,No,0,485.0
2024-02-08,P1002,Sparkling Water,Beverages,AquaFresh,South,S006,PrimeCart South,6.09876,3.76543,95,4.55,No,0,432.25
2024-02-08,P1002,Sparkling Water,Beverages,AquaFresh,East,S011,CityPantry East,6.76543,4.01234,145,2.96,Yes,15,429.2
2024-02-08,P1002,Sparkling Water,Beverages,AquaFresh,West,S004,ValueHub West,6.23456,2.98765,162,2.12,Yes,10,343.44
2024-02-08,P1003,Herbal Shampoo,Personal Care,NatureCare,North,S013,SuperSave North,6.56789,3.54321,130,4.12,Yes,20,535.6
2024-02-08,P1003,Herbal Shampoo,Personal Care,NatureCare,South,S018,PrimePick South,6.45678,3.54321,57,1.62,No,0,92.34
2024-02-08,P1003,Herbal Shampoo,Personal Care,NatureCare,East,S007,FastLane East,6.87654,4.23456,189,1.61,No,0,304.29
2024-02-08,P1003,Herbal Shampoo,Personal Care,NatureCare,West,S016,MetroValue West,6.45678,3.12345,63,4.39,Yes,10,276.57
2024-02-08,P1004,Chocolate Bar,Snacks,SweetWave,North,S005,UrbanGrocer North,6.65432,3.4321,41,5.09,Yes,20,208.69
2024-02-08,P1004,Chocolate Bar,Snacks,SweetWave,South,S006,PrimeCart South,6.09876,3.76543,43,5.06,Yes,10,217.57999999999998
2024-02-08,P1004,Chocolate Bar,Snacks,SweetWave,East,S015,QuickPick East,6.65432,4.34567,179,2.16,No,0,386.64000000000004
2024-02-08,P1004,Chocolate Bar,Snacks,SweetWave,West,S004,ValueHub West,6.23456,2.98765,124,4.12,No,0,510.88
2024-02-08,P1005,Energy Drink,Beverages,PowerUp,North,S013,SuperSave North,6.56789,3.54321,55,2.03,Yes,20,111.64999999999999
2024-02-08,P1005,Energy Drink,Beverages,PowerUp,South,S002,CitySuper South,6.12345,3.87654,32,5.37,Yes,15,171.84
2024-02-08,P1005,Energy Drink,Beverages,PowerUp,East,S015,QuickPick East,6.65432,4.34567,170,3.7,No,0,629.0
2024-02-08,P1005,Energy Drink,Beverages,PowerUp,West,S016,MetroValue West,6.45678,3.12345,112,5.1,Yes,20,571.1999999999999
2024-02-08,P1006,Toilet Paper,Personal Care,SoftCare,North,S005,UrbanGrocer North,6.65432,3.4321,199,1.12,No,0,222.88000000000002
2024-02-08,P1006,Toilet Paper,Personal Care,SoftCare,South,S010,QuickStop South,6.21098,3.98765,90,1.47,No,0,132.3
2024-02-08,P1006,Toilet Paper,Personal Care,SoftCare,East,S007,FastLane East,6.87654,4.23456,58,1.96,No,0,113.67999999999999
2024-02-08,P1006,Toilet Paper,Personal Care,SoftCare,West,S012,FreshHub West,6.12345,2.87654,91,4.11,No,0,374.01000000000005
2024-02-08,P1007,Pretzels,Snacks,SaltyTwist,North,S013,SuperSave North,6.56789,3.54321,105,3.39,No,0,355.95
2024-02-08,P1007,Pretzels,Snacks,SaltyTwist,South,S006,PrimeCart South,6.09876,3.76543,72,3.55,Yes,20,255.6
2024-02-08,P1007,Pretzels,Snacks,SaltyTwist,East,S011,CityPantry East,6.76543,4.01234,144,1.04,No,0,149.76
2024-02-08,P1007,Pretzels,Snacks,SaltyTwist,West,S004,ValueHub West,6.23456,2.98765,189,5.07,No,0,958.23
2024-02-08,P1008,Iced Tea,Beverages,TeaZen,North,S001,MetroMart North,6.54321,3.32109,154,3.24,No,0,498.96000000000004
2024-02-08,P1008,Iced Tea,Beverages,TeaZen,South,S006,PrimeCart South,6.09876,3.76543,33,1.47,No,0,48.51
2024-02-08,P1008,Iced Tea,Beverages,TeaZen,East,S015,QuickPick East,6.65432,4.34567,106,4.91,No,0,520.46
2024-02-08,P1008,Iced Tea,Beverages,TeaZen,West,S016,MetroValue West,6.45678,3.12345,112,1.89,Yes,15,211.67999999999998
2024-02-09,P1001,Crunchy Chips,Snacks,MegaCrunch,North,S013,SuperSave North,6.56789,3.54321,81,3.53,Yes,20,285.93
2024-02-09,P1001,Crunchy Chips,Snacks,MegaCrunch,South,S010,QuickStop South,6.21098,3.98765,121,3.25,No,0,393.25
2024-02-09,P1001,Crunchy Chips,Snacks,MegaCrunch,East,S003,QuickBuy East,6.78901,4.12345,98,5.83,No,0,571.34
2024-02-09,P1001,Crunchy Chips,Snacks,MegaCrunch,West,S020,WestGate Store,6.01234,2.76543,74,2.36,Yes,20,174.64
2024-02-09,P1002,Sparkling Water,Beverages,AquaFresh,North,S017,UrbanChoice North,6.78901,3.6789,195,2.11,No,0,411.45
2024-02-09,P1002,Sparkling Water,Beverages,AquaFresh,South,S018,PrimePick South,6.45678,3.54321,42,2.56,Yes,15,107.52
2024-02-09,P1002,Sparkling Water,Beverages,AquaFresh,East,S007,FastLane East,6.87654,4.23456,150,3.74,No,0,561.0
2024-02-09,P1002,Sparkling Water,Beverages,AquaFresh,West,S008,DailyBasket West,6.34567,3.09876,156,5.06,Yes,20,789.3599999999999
2024-02-09,P1003,Herbal Shampoo,Personal Care,NatureCare,North,S005,UrbanGrocer North,6.65432,3.4321,117,2.5,No,0,292.5
2024-02-09,P1003,Herbal Shampoo,Personal Care,NatureCare,South,S010,QuickStop South,6.21098,3.98765,142,5.64,No,0,800.88
2024-02-09,P1003,Herbal Shampoo,Personal Care,NatureCare,East,S003,QuickBuy East,6.78901,4.12345,157,1.1,No,0,172.70000000000002
2024-02-09,P1003,Herbal Shampoo,Personal Care,NatureCare,West,S012,FreshHub West,6.12345,2.87654,165,4.29,Yes,15,707.85
2024-02-09,P1004,Chocolate Bar,Snacks,SweetWave,North,S001,MetroMart North,6.54321,3.32109,197,1.29,No,0,254.13
2024-02-09,P1004,Chocolate Bar,Snacks,SweetWave,South,S010,QuickStop South,6.21098,3.98765,63,2.36,No,0,148.67999999999998
2024-02-09,P1004,Chocolate Bar,Snacks,SweetWave,East,S003,QuickBuy East,6.78901,4.12345,116,2.01,Yes,15,233.15999999999997
2024-02-09,P1004,Chocolate Bar,Snacks,SweetWave,West,S016,MetroValue West,6.45678,3.12345,39,4.1,No,0,159.89999999999998
2024-02-09,P1005,Energy Drink,Beverages,PowerUp,North,S013,SuperSave North,6.56789,3.54321,94,4.58,Yes,15,430.52
2024-02-09,P1005,Energy Drink,Beverages,PowerUp,South,S002,CitySuper South,6.12345,3.87654,192,4.46,Yes,15,856.3199999999999
2024-02-09,P1005,Energy Drink,Beverages,PowerUp,East,S003,QuickBuy East,6.78901,4.12345,86,5.3,No,0,455.8
2024-02-09,P1005,Energy Drink,Beverages,PowerUp,West,S016,MetroValue West,6.45678,3.12345,133,4.41,No,0,586.53
2024-02-09,P1006,Toilet Paper,Personal Care,SoftCare,North,S013,SuperSave North,6.56789,3.54321,147,2.24,No,0,329.28000000000003
2024-02-09,P1006,Toilet Paper,Personal Care,SoftCare,South,S014,ValueCart South,6.32109,3.65432,190,2.69,No,0,511.09999999999997
2024-02-09,P1006,Toilet Paper,Personal Care,SoftCare,East,S015,QuickPick East,6.65432,4.34567,45,4.67,No,0,210.15
2024-02-09,P1006,Toilet Paper,Personal Care,SoftCare,West,S016,MetroValue West,6.45678,3.12345,103,1.58,No,0,162.74
2024-02-09,P1007,Pretzels,Snacks,SaltyTwist,North,S013,SuperSave North,6.56789,3.54321,79,4.62,No,0,364.98
2024-02-09,P1007,Pretzels,Snacks,SaltyTwist,South,S018,PrimePick South,6.45678,3.54321,181,2.42,No,0,438.02
2024-02-09,P1007,Pretzels,Snacks,SaltyTwist,East,S003,QuickBuy East,6.78901,4.12345,109,4.5,Yes,15,490.5
2024-02-09,P1007,Pretzels,Snacks,SaltyTwist,West,S004,ValueHub West,6.23456,2.98765,195,5.33,No,0,1039.35
2024-02-09,P1008,Iced Tea,Beverages,TeaZen,North,S013,SuperSave North,6.56789,3.54321,175,1.64,Yes,20,287.0
2024-02-09,P1008,Iced Tea,Beverages,TeaZen,South,S002,CitySuper South,6.12345,3.87654,88,4.49,No,0,395.12
2024-02-09,P1008,Iced Tea,Beverages,TeaZen,East,S011,CityPantry East,6.76543,4.01234,45,3.99,Yes,10,179.55
2024-02-09,P1008,Iced Tea,Beverages,TeaZen,West,S008,DailyBasket West,6.34567,3.09876,62,2.68,No,0,166.16
2024-02-10,P1001,Crunchy Chips,Snacks,MegaCrunch,North,S001,MetroMart North,6.54321,3.32109,65,1.74,Yes,10,113.1
2024-02-10,P1001,Crunchy Chips,Snacks,MegaCrunch,South,S014,ValueCart South,6.32109,3.65432,188,3.81,No,0,716.28
2024-02-10,P1001,Crunchy Chips,Snacks,MegaCrunch,East,S003,QuickBuy East,6.78901,4.12345,101,4.27,No,0,431.27
2024-02-10,P1001,Crunchy Chips,Snacks,MegaCrunch,West,S012,FreshHub West,6.12345,2.87654,106,5.3,Yes,15,561.8
2024-02-10,P1002,Sparkling Water,Beverages,AquaFresh,North,S013,SuperSave North,6.56789,3.54321,191,4.41,No,0,842.3100000000001
2024-02-10,P1002,Sparkling Water,Beverages,AquaFresh,South,S002,CitySuper South,6.12345,3.87654,116,3.99,No,0,462.84000000000003
2024-02-10,P1002,Sparkling Water,Beverages,AquaFresh,East,S007,FastLane East,6.87654,4.23456,39,5.62,No,0,219.18
2024-02-10,P1002,Sparkling Water,Beverages,AquaFresh,West,S004,ValueHub West,6.23456,2.98765,148,3.73,No,0,552.04
2024-02-10,P1003,Herbal Shampoo,Personal Care,NatureCare,North,S005,UrbanGrocer North,6.65432,3.4321,185,3.1,No,0,573.5
2024-02-10,P1003,Herbal Shampoo,Personal Care,NatureCare,South,S002,CitySuper South,6.12345,3.87654,91,3.47,No,0,315.77000000000004
2024-02-10,P1003,Herbal Shampoo,Personal Care,NatureCare,East,S007,FastLane East,6.87654,4.23456,128,4.96,No,0,634.88
2024-02-10,P1003,Herbal Shampoo,Personal Care,NatureCare,West,S008,DailyBasket West,6.34567,3.09876,58,4.93,No,0,285.94
2024-02-10,P1004,Chocolate Bar,Snacks,SweetWave,North,S001,MetroMart North,6.54321,3.32109,123,1.9,No,0,233.7
2024-02-10,P1004,Chocolate Bar,Snacks,SweetWave,South,S002,CitySuper South,6.12345,3.87654,58,4.73,No,0,274.34000000000003
2024-02-10,P1004,Chocolate Bar,Snacks,SweetWave,East,S003,QuickBuy East,6.78901,4.12345,80,3.17,No,0,253.6
2024-02-10,P1004,Chocolate Bar,Snacks,SweetWave,West,S008,DailyBasket West,6.34567,3.09876,154,3.0,Yes,10,462.0
2024-02-10,P1005,Energy Drink,Beverages,PowerUp,North,S001,MetroMart North,6.54321,3.32109,144,3.48,Yes,20,501.12
2024-02-10,P1005,Energy Drink,Beverages,PowerUp,South,S002,CitySuper South,6.12345,3.87654,121,4.56,Yes,20,551.76
2024-02-10,P1005,Energy Drink,Beverages,PowerUp,East,S007,FastLane East,6.87654,4.23456,119,2.67,No,0,317.73
2024-02-10,P1005,Energy Drink,Beverages,PowerUp,West,S008,DailyBasket West,6.34567,3.09876,168,5.17,No,0,868.56
2024-02-10,P1006,Toilet Paper,Personal Care,SoftCare,North,S001,MetroMart North,6.54321,3.32109,138,1.59,Yes,10,219.42000000000002
2024-02-10,P1006,Toilet Paper,Personal Care,SoftCare,South,S014,ValueCart South,6.32109,3.65432,99,2.24,No,0,221.76000000000002
2024-02-10,P1006,Toilet Paper,Personal Care,SoftCare,East,S003,QuickBuy East,6.78901,4.12345,155,1.87,No,0,289.85
2024-02-10,P1006,Toilet Paper,Personal Care,SoftCare,West,S016,MetroValue West,6.45678,3.12345,55,5.0,Yes,10,275.0
2024-02-10,P1007,Pretzels,Snacks,SaltyTwist,North,S009,EliteMart North,6.4321,3.21098,59,3.9,No,0,230.1
2024-02-10,P1007,Pretzels,Snacks,SaltyTwist,South,S014,ValueCart South,6.32109,3.65432,107,3.19,No,0,341.33
2024-02-10,P1007,Pretzels,Snacks,SaltyTwist,East,S007,FastLane East,6.87654,4.23456,155,3.9,No,0,604.5
2024-02-10,P1007,Pretzels,Snacks,SaltyTwist,West,S016,MetroValue West,6.45678,3.12345,150,5.24,No,0,786.0
2024-02-10,P1008,Iced Tea,Beverages,TeaZen,North,S017,UrbanChoice North,6.78901,3.6789,166,5.39,No,0,894.7399999999999
2024-02-10,P1008,Iced Tea,Beverages,TeaZen,South,S006,PrimeCart South,6.09876,3.76543,46,5.85,No,0,269.09999999999997
2024-02-10,P1008,Iced Tea,Beverages,TeaZen,East,S007,FastLane East,6.87654,4.23456,69,2.89,No,0,199.41
2024-02-10,P1008,Iced Tea,Beverages,TeaZen,West,S012,FreshHub West,6.12345,2.87654,39,3.25,Yes,10,126.75
2024-02-11,P1001,Crunchy Chips,Snacks,MegaCrunch,North,S017,UrbanChoice North,6.78901,3.6789,161,1.76,No,0,283.36
2024-02-11,P1001,Crunchy Chips,Snacks,MegaCrunch,South,S010,QuickStop South,6.21098,3.98765,93,4.84,Yes,20,450.12
2024-02-11,P1001,Crunchy Chips,Snacks,MegaCrunch,East,S011,CityPantry East,6.76543,4.01234,65,2.99,No,0,194.35000000000002
2024-02-11,P1001,Crunchy Chips,Snacks,MegaCrunch,West,S012,FreshHub West,6.12345,2.87654,125,2.81,No,0,351.25
2024-02-11,P1002,Sparkling Water,Beverages,AquaFresh,North,S001,MetroMart North,6.54321,3.32109,58,1.75,No,0,101.5
2024-02-11,P1002,Sparkling Water,Beverages,AquaFresh,South,S018,PrimePick South,6.45678,3.54321,40,2.07,No,0,82.8
2024-02-11,P1002,Sparkling Water,Beverages,AquaFresh,East,S011,CityPantry East,6.76543,4.01234,170,4.26,Yes,15,724.1999999999999
2024-02-11,P1002,Sparkling Water,Beverages,AquaFresh,West,S008,DailyBasket West,6.34567,3.09876,76,5.46,No,0,414.96
2024-02-11,P1003,Herbal Shampoo,Personal Care,NatureCare,North,S005,UrbanGrocer North,6.65432,3.4321,50,1.21,No,0,60.5
2024-02-11,P1003,Herbal Shampoo,Personal Care,NatureCare,South,S006,PrimeCart South,6.09876,3.76543,43,2.18,No,0,93.74000000000001
2024-02-11,P1003,Herbal Shampoo,Personal Care,NatureCare,East,S019,EastBay Market,6.98765,4.45678,33,2.24,Yes,20,73.92
2024-02-11,P1003,Herbal Shampoo,Personal Care,NatureCare,West,S012,FreshHub West,6.12345,2.87654,195,5.24,No,0,1021.8000000000001
2024-02-11,P1004,Chocolate Bar,Snacks,SweetWave,North,S009,EliteMart North,6.4321,3.21098,41,1.06,No,0,43.46
2024-02-11,P1004,Chocolate Bar,Snacks,SweetWave,South,S002,CitySuper South,6.12345,3.87654,156,5.19,Yes,20,809.6400000000001
2024-02-11,P1004,Chocolate Bar,Snacks,SweetWave,East,S019,EastBay Market,6.98765,4.45678,139,2.25,Yes,20,312.75
2024-02-11,P1004,Chocolate Bar,Snacks,SweetWave,West,S016,MetroValue West,6.45678,3.12345,93,3.8,Yes,10,353.4
2024-02-11,P1005,Energy Drink,Beverages,PowerUp,North,S005,UrbanGrocer North,6.65432,3.4321,190,3.55,Yes,20,674.5
2024-02-11,P1005,Energy Drink,Beverages,PowerUp,South,S006,PrimeCart South,6.09876,3.76543,190,4.66,Yes,15,885.4
2024-02-11,P1005,Energy Drink,Beverages,PowerUp,East,S015,QuickPick East,6.65432,4.34567,137,1.71,No,0,234.26999999999998
2024-02-11,P1005,Energy Drink,Beverages,PowerUp,West,S020,WestGate Store,6.01234,2.76543,166,4.85,Yes,10,805.0999999999999
2024-02-11,P1006,Toilet Paper,Personal Care,SoftCare,North,S001,MetroMart North,6.54321,3.32109,137,1.33,No,0,182.21
2024-02-11,P1006,Toilet Paper,Personal Care,SoftCare,South,S006,PrimeCart South,6.09876,3.76543,74,5.11,No,0,378.14000000000004
2024-02-11,P1006,Toilet Paper,Personal Care,SoftCare,East,S003,QuickBuy East,6.78901,4.12345,74,1.97,No,0,145.78
2024-02-11,P1006,Toilet Paper,Personal Care,SoftCare,West,S012,FreshHub West,6.12345,2.87654,36,2.29,No,0,82.44
2024-02-11,P1007,Pretzels,Snacks,SaltyTwist,North,S001,MetroMart North,6.54321,3.32109,133,5.73,No,0,762.09
